t_cmd,cmd_thrust,cmd_phi,cmd_theta,cmd_psi
17.699999999999967,0x1.7c11ddef9f438p+15,0x1.8bb76c9000000p+4,-0x1.2172570000000p+6,0x1.a4cc1b1800000p+9
17.729999999999972,0x1.7c5e20c61fc49p+15,-0x1.7329733000000p+5,0x1.694b108000000p+6,-0x1.4ddd055600000p+6
17.759999999999977,0x1.7cad89eb4a65bp+15,0x1.1acc8a1000000p+5,-0x1.3fcda74000000p+6,0x1.4f5baec300000p+8
17.78999999999998,0x1.7d007be821522p+15,-0x1.93cdda4000000p+5,0x1.5386f6b000000p+6,-0x1.c9d4355800000p+6
17.819999999999986,0x1.7d56b26e0d466p+15,0x1.347fe5b000000p+5,-0x1.2912514000000p+6,0x1.7087b54200000p+7
17.84999999999999,0x1.7db03cf314fa2p+15,-0x1.892f02d000000p+5,0x1.27fc9ea000000p+6,-0x1.b897f34200000p+6
17.879999999999995,0x1.7e0d157c92e61p+15,0x1.38cec0f000000p+5,-0x1.10e615c000000p+6,0x1.ff7d22aa00000p+6
17.91,0x1.7e6d475a08d88p+15,-0x1.76916dc000000p+5,0x1.0327f84000000p+6,-0x1.87a153fa00000p+6
17.940000000000005,0x1.7ed0d5ef595f7p+15,0x1.75d8dee000000p+8,-0x1.7f32124000000p+5,0x1.fa777bb600000p+8
17.97000000000001,0x1.7f37a14b30944p+15,0x1.da1457e000000p+6,0x1.c962ac8000000p+6,-0x1.0955b10d00000p+6
18.000000000000014,0x1.7fa1eb4460bb2p+15,0x1.14c52e1000000p+7,-0x1.3e5485f000000p+6,0x1.489a5c3800000p+5
18.03000000000002,0x1.80102043c44b5p+15,0x1.19fa2e8000000p+2,0x1.4c03163000000p+5,-0x1.7f5b501000000p+7
18.060000000000024,0x1.808230904c195p+15,0x1.0fb452c000000p+6,-0x1.3b5c675000000p+6,0x1.629bebab00000p+2
18.09000000000003,0x1.80f7ec7ae8c18p+15,-0x1.c5c9560000000p+4,0x1.44dde1a000000p+5,-0x1.1d7d13c900000p+7
18.120000000000033,0x1.81711a91a85e6p+15,0x1.6851b94000000p+5,-0x1.11bd580000000p+6,0x1.1713f8bd00000p+5
18.150000000000038,0x1.81ed7f2ebb4e6p+15,-0x1.249eb4a000000p+5,0x1.4ea062d000000p+5,-0x1.962d2da400000p+6
18.180000000000042,0x1.826cf1b3b3d61p+15,0x1.1f42561000000p+5,-0x1.d740cbc000000p+5,0x1.9d8940e200000p+5
18.210000000000047,0x1.82ef40df37f50p+15,-0x1.2c57fd0000000p+5,0x1.53c8fdd000000p+5,-0x1.3ba6d8bc00000p+6
18.24000000000005,0x1.83744c760ba0ap+15,0x1.f5f9816000000p+4,-0x1.9f1644a000000p+5,0x1.c97ce3d400000p+5
18.270000000000056,0x1.83fbf8f121148p+15,-0x1.230afea000000p+5,0x1.4cc05ce000000p+5,-0x1.0a199d4d00000p+6
18.30000000000006,0x1.848639d639e35p+15,0x1.c9f2c0e000000p+4,-0x1.755101a000000p+5,0x1.cb8b546200000p+5
18.330000000000066,0x1.8512f7130d9bap+15,-0x1.13ef33f000000p+5,0x1.4173027000000p+5,-0x1.d786c7f600000p+5
18.36000000000007,0x1.85a220d5f6463p+15,0x1.b13defc000000p+1,0x1.bdd6344000000p+3,-0x1.9803d6e600000p+9
18.390000000000075,0x1.86336475657d3p+15,-0x1.bd90b5a000000p+0,-0x1.1b43efb000000p+5,0x1.c9890b2800000p+2
18.42000000000008,0x1.86c74dc552b59p+15,-0x1.14560da000000p+3,0x1.ec1af16000000p+4,-0x1.1371fa9d00000p+8
18.450000000000085,0x1.875e0f2061705p+15,-0x1.84e1f2f000000p+7,-0x1.32793d2000000p+4,-0x1.593edd2f00000p+6
18.48000000000009,0x1.87f7503a84719p+15,0x1.6200bcd000000p+5,-0x1.38fe5f9000000p+5,-0x1.c4ec46ca00000p+6
18.510000000000094,0x1.88931c7ea5c28p+15,-0x1.b007222000000p+6,0x1.2c3616e000000p+5,0x1.3311db0c00000p+6
18.5400000000001,0x1.89311a18bfdc4p+15,0x1.a0b5292000000p+5,-0x1.807f60d000000p+5,-0x1.3dbd4f0000000p+4
18.570000000000103,0x1.89d13ea415b47p+15,-0x1.29e5a54000000p+6,0x1.8c112d2000000p+5,0x1.e5c4664800000p+4
18.600000000000108,0x1.8a737ed4f4d90p+15,0x1.7876a88000000p+5,-0x1.cbb411e000000p+5,0x1.1e2d3b0000000p+5
18.630000000000113,0x1.8b17d91248ef4p+15,-0x1.e7d7990000000p+5,0x1.6a5d5ff000000p+5,-0x1.a9a92d6000000p+2
18.660000000000117,0x1.8bbe4832710c5p+15,0x1.4afee66000000p+5,-0x1.ed739bc000000p+5,0x1.d09ac72600000p+5
18.690000000000122,0x1.8c66b447c0870p+15,-0x1.a95edf8000000p+5,0x1.4cec96c000000p+5,-0x1.cbbabb2600000p+4
18.720000000000127,0x1.8d11055bf5b8ep+15,0x1.853ede7000000p+5,-0x1.fae3804000000p+7,0x1.61e4932500000p+8
18.75000000000013,0x1.8dbcf882e602dp+15,-0x1.409dcd3000000p+6,-0x1.88c811b000000p+7,-0x1.5c08903700000p+7
18.780000000000136,0x1.8e692774eb9cdp+15,0x1.d92fab4000000p+5,-0x1.7a32737000000p+7,0x1.6d400c9f00000p+5
18.81000000000014,0x1.8f12d72981921p+15,-0x1.f84affc000000p+5,-0x1.26b1cf2000000p+6,-0x1.aca258c000000p+5
18.840000000000146,0x1.8fb77e33a2811p+15,0x1.b648ce4000000p+5,-0x1.02150e2000000p+7,0x1.3b9f53ee00000p+4
18.87000000000015,0x1.90556ea82a15fp+15,-0x1.a4a362e000000p+5,-0x1.f4acae4000000p+3,-0x1.28bad36600000p+5
18.900000000000155,0x1.90eb846657aa0p+15,0x1.b913a00000000p+5,-0x1.b8d6524000000p+6,0x1.15e0798000000p+8
18.93000000000016,0x1.9178ffb02fae1p+15,-0x1.bbfe4ae000000p+5,0x1.025d9b9000000p+5,-0x1.0b9dd51700000p+6
18.960000000000164,0x1.91fd60240e046p+15,0x1.84c3318000000p+5,-0x1.76d0fda000000p+6,0x1.17b960fa00000p+7
18.99000000000017,0x1.92787877ed3dcp+15,-0x1.b4922ec000000p+5,0x1.77d0728000000p+5,-0x1.37b92f8400000p+6
19.020000000000174,0x1.92ea34f28dbd7p+15,0x1.6760bea000000p+5,-0x1.43b0371000000p+6,0x1.b6faeed600000p+6
19.05000000000018,0x1.9352a582f7c25p+15,-0x1.9e97ca8000000p+5,0x1.9a27e0c000000p+5,-0x1.30c111a100000p+6
19.080000000000183,0x1.93b1ef90b3c68p+15,0x1.51e853d000000p+5,-0x1.22e39bd000000p+6,0x1.957a3d0c00000p+6
19.110000000000188,0x1.940845b5e58c7p+15,-0x1.87c7357000000p+5,0x1.9e445b2000000p+5,-0x1.1f6aa1e200000p+6
19.140000000000192,0x1.9455e9077673cp+15,0x1.40ccc7c000000p+5,-0x1.0ca6e70000000p+6,0x1.85d2d97200000p+6
19.170000000000197,0x1.949b18bb1b029p+15,-0x1.73f5c3e000000p+7,0x1.50560d0000000p+7,-0x1.85c39e0800000p+7
19.200000000000202,0x1.94d8291a4ec2dp+15,-0x1.52f0944000000p+7,-0x1.23d68f2000000p+7,0x1.482c6da400000p+5
19.230000000000206,0x1.950e39d3810f0p+15,-0x1.276b2dd000000p+7,0x1.75079c9000000p+5,-0x1.9bd0ce0000000p+7
19.26000000000021,0x1.953e21c329a66p+15,-0x1.20335ba000000p+6,-0x1.a9f7184000000p+6,0x1.a39b9fd400000p+7
19.290000000000216,0x1.9567eef7cd54fp+15,-0x1.ac3766a000000p+5,0x1.9e00cd6000000p+5,-0x1.4012444a00000p+6
19.32000000000022,0x1.958be09f2982dp+15,-0x1.273922e000000p+3,-0x1.0126ad2000000p+6,0x1.ac71984800000p+7
19.350000000000225,0x1.95aa2e82e2b0cp+15,-0x1.9c6e62a000000p+4,0x1.8a89d4c000000p+7,-0x1.8967a5a400000p+7
19.38000000000023,0x1.95c34ac450415p+15,0x1.7de546f000000p+3,-0x1.3465dda000000p+5,0x1.1fe3c32900000p+8
19.410000000000235,0x1.95d881d98bf0ep+15,-0x1.0a060d0000000p+5,0x1.e980864000000p+6,-0x1.6c07fc7000000p+7
19.44000000000024,0x1.95eb3dc45eeb2p+15,0x1.7b6da61000000p+4,-0x1.9010ee6000000p+5,0x1.b3e445a800000p+7
19.470000000000244,0x1.95fc69987816dp+15,-0x1.2dc7127000000p+5,0x1.606966b000000p+6,-0x1.19b6d5e000000p+7
19.50000000000025,0x1.960cc91485d9fp+15,0x1.dd953b0000000p+4,-0x1.fbb90d0000000p+5,0x1.3010753a00000p+7
19.530000000000253,0x1.961cdd25a2df4p+15,-0x1.f4b2d86000000p+4,0x1.bb6e2d2000000p+5,0x1.9e083fa000000p+7
19.560000000000258,0x1.962cfbbd43478p+15,0x1.52eb68d000000p+4,-0x1.128e284000000p+5,0x1.81d265ae00000p+6
19.590000000000263,0x1.963d54e704916p+15,-0x1.cf9bef8000000p+4,0x1.2ad58b5000000p+5,0x1.5947727300000p+4
19.620000000000267,0x1.964e32c231375p+15,0x1.430410c000000p+4,-0x1.3fa36c5000000p+5,0x1.a46b356e00000p+5
19.650000000000272,0x1.965fbd496cd54p+15,-0x1.b4c79ce000000p+4,0x1.2f9bbe2000000p+5,-0x1.66c68ccc00000p+3
19.680000000000277,0x1.967217f3ada7fp+15,0x1.4437911000000p+4,-0x1.7cd8f45000000p+5,0x1.31e6760700000p+5
19.71000000000028,0x1.96856a10006c2p+15,-0x1.a57bce0000000p+4,0x1.3e19b5b000000p+5,-0x1.7cc49bb800000p+4
19.740000000000286,0x1.9699bd835beb9p+15,0x1.4699056000000p+4,-0x1.a549be6000000p+5,0x1.33142ad800000p+5
19.77000000000029,0x1.96af214d0d208p+15,-0x1.9877a3a000000p+4,0x1.4cd03cf000000p+5,-0x1.fac9c13c00000p+4
19.800000000000296,0x1.96c5acf7e2e0ep+15,0x1.45da417000000p+4,-0x1.bf8adca000000p+5,0x1.52b3e81f00000p+5
19.8300000000003,0x1.96dd6af926765p+15,-0x1.9e0a498000000p+4,0x1.56561c4000000p+5,-0x1.2af7137e00000p+5
19.860000000000305,0x1.96f6577e9b53bp+15,-0x1.17c6841000000p+7,-0x1.2beae1c000000p+3,-0x1.acaf3e8200000p+5
19.89000000000031,0x1.9710974b2edafp+15,-0x1.f9b31e6000000p+5,-0x1.c776e9e000000p+5,-0x1.a9fab18a00000p+6
19.920000000000314,0x1.972cdcc80af9ep+15,-0x1.5284d25000000p+5,0x1.18e4de5000000p+2,0x1.a667596a00000p+5
19.95000000000032,0x1.974b76223d57ap+15,-0x1.f952224000000p+3,-0x1.1d1a045000000p+4,0x1.762096a400000p+5
19.980000000000324,0x1.976c959c533ffp+15,-0x1.1538f39000000p+4,0x1.142d70c000000p+3,0x1.ce1eb43000000p+4
