t,z,u,v,w,phi,theta,psi,p,q,r
11.4899999999998,-0x1.8897585195415p-7,0x1.9815276fe9df6p+3,-0x1.6298d6908b796p+3,0x1.79dec87daafc1p+2,0x1.8b61d1df5c445p-3,0x1.221fb88a09a8ep-2,-0x1.f576fba2248e6p-1,-0x1.642d25e2858bap-4,0x1.ee9ea53443327p-4,-0x1.e33da87beb939p-6
11.519999999999799,-0x1.b579559fb2c55p-7,0x1.9a30135d55bbbp+3,-0x1.64c7f700a0caep+3,0x1.7c544647409e9p+2,0x1.85af35eefa6bdp-3,0x1.2573858a4d375p-2,-0x1.f53edce22303dp-1,-0x1.b48e4df4704e0p-4,0x1.8da489edc5307p-4,0x1.eebce7ba7ff85p-7
11.549999999999798,-0x1.e800ea0bd2745p-7,0x1.9c0a46d2fe9a7p+3,-0x1.676f2c7bfec57p+3,0x1.7e272371c1e08p+2,0x1.7f5e7c5b70e89p-3,0x1.28461e3eb5c8bp-2,-0x1.f4919842ba569p-1,-0x1.fc10b40c2d50ap-4,0x1.968edfde87510p-4,0x1.11c08a33ee310p-5
11.579999999999798,-0x1.0ff099ce6c3ccp-6,0x1.9dbc02bd321f7p+3,-0x1.6a5bb663fc01ep+3,0x1.7fa5925290a56p+2,0x1.78ba6b8151e4ap-3,0x1.2ad8b1db47beap-2,-0x1.f39c75e8cb252p-1,-0x1.05e33ae3fb0b9p-3,0x1.65dea11a0b54ap-4,0x1.b2caee920268cp-5
11.609999999999797,-0x1.2e6287f3489f7p-6,0x1.9f541233f8cb2p+3,-0x1.6d71af895e8d8p+3,0x1.80f2110e15519p+2,0x1.71eb4936677b8p-3,0x1.2d45076fca289p-2,-0x1.f2795517a54a2p-1,-0x1.17a7faa28c985p-3,0x1.7ed92b76638c7p-4,0x1.d904771e7dad6p-5
11.639999999999796,-0x1.4f2bfd1ef7eefp-6,0x1.a0dd68975170dp+3,-0x1.709cc4078e54bp+3,0x1.822703b5b4b7ep+2,0x1.6b051e5c1faa5p-3,0x1.2fa27e6480ffbp-2,-0x1.f13b61a65610ap-1,-0x1.14b50218a4a95p-3,0x1.5e85325e535e8p-4,0x1.12d001f24f354p-4
11.669999999999796,-0x1.7223cfd91b6d2p-6,0x1.a25ddfab8f986p+3,-0x1.73d31a0908631p+3,0x1.834e0bba3bce0p+2,0x1.6415366ce7281p-3,0x1.31f6e99bf4bfcp-2,-0x1.efec22cd808a6p-1,-0x1.202f265aebea4p-3,0x1.79d3a376d6394p-4,0x1.12230476d278bp-4
11.699999999999795,-0x1.9722e76da2ea2p-6,0x1.a3da660f210f5p+3,-0x1.770c9bf8cb900p+3,0x1.846fdbb6af8b5p+2,0x1.5d1f40cf0c4a2p-3,0x1.344ae210e3560p-2,-0x1.ee93a3e26fa07p-1,-0x1.19e6694c98c37p-3,0x1.5f3cfe1587a41p-4,0x1.270468809dfddp-4
11.729999999999794,-0x1.be04c54cfbf3ep-6,0x1.a55543cd37d01p+3,-0x1.7a4603bc09c68p+3,0x1.858e3382e7702p+2,0x1.56290b71391e3p-3,0x1.369ddd1a57e1ep-2,-0x1.ed352ef99c8e9p-1,-0x1.22dcc74181cf8p-3,0x1.78d17f09763cbp-4,0x1.2004c7a596c13p-4
11.759999999999794,-0x1.e6a745ee16905p-6,0x1.a6d09414423e6p+3,-0x1.7d7c06e3c8ffbp+3,0x1.86acc1d0fc152p+2,0x1.4f32d67142144p-3,0x1.38f3ddb26bd49p-2,-0x1.ebd41258b9d47p-1,-0x1.1b88227e89e2ap-3,0x1.611d9861764c3p-4,0x1.2daa826a1d7f7p-4
11.789999999999793,-0x1.08755c1352004p-5,0x1.a84d3d9975665p+3,-0x1.80add1a48269ap+3,0x1.87ca79b4745f4p+2,0x1.483e8da87e9d9p-3,0x1.3b4abc76112eap-2,-0x1.ea7156bf4f675p-1,-0x1.23a95fd468c61p-3,0x1.782bb4b88757fp-4,0x1.250c15675f890p-4
11.819999999999792,-0x1.1e58c763798cep-5,0x1.a9cc2b969bb85p+3,-0x1.83da19fbaff56p+3,0x1.88e8c5d929be8p+2,0x1.4149bf40af67dp-3,0x1.3da5028c7f4abp-2,-0x1.e90e6bb30c561p-1,-0x1.1c8ae51c7e8f8p-3,0x1.628b26f5e54aap-4,0x1.2f6b05f841171p-4
11.849999999999792,-0x1.34f0353c3b717p-5,0x1.ab4da580d90adp+3,-0x1.8700c4811b633p+3,0x1.8a06ab2f20425p+2,0x1.3a577351f3e8dp-3,0x1.40003a1e80d3bp-2,-0x1.e7ab6b58aa6c9p-1,-0x1.23d5bce51bff2p-3,0x1.771572afabd42p-4,0x1.270a17a3f3ea4p-4
11.879999999999791,-0x1.4c2f1d5fa3567p-5,0x1.acd21e9c6df84p+3,-0x1.8a2110a54f6c7p+3,0x1.8b258c7298945p+2,0x1.3366e0b05d2ffp-3,0x1.425e43b2b124bp-2,-0x1.e6490bb50d2f4p-1,-0x1.1cb640eb1db03p-3,0x1.631fa24e666f4p-4,0x1.2fae1108fd835p-4
11.90999999999979,-0x1.6409fbe5b7e08p-5,0x1.ae59a3923b2aap+3,-0x1.8d3b4c3fd5f56p+3,0x1.8c43fb48b9757p+2,0x1.2c780e629083ep-3,0x1.44bd6b28ccd1cp-2,-0x1.e4e733a88814cp-1,-0x1.2402ed498da0fp-3,0x1.75fdf200abe76p-4,0x1.27ca929d94146p-4
11.93999999999979,-0x1.7c7623d904ea2p-5,0x1.afe462c087a9ep+3,-0x1.904f286b5362ap+3,0x1.8d62d154134f9p+2,0x1.2588fe9efdca4p-3,0x1.471f7325488bap-2,-0x1.e3863d408e7ddp-1,-0x1.1d4ed112f9f33p-3,0x1.63b45c2e9b067p-4,0x1.2f71b05a40ffdp-4
11.96999999999979,-0x1.9569c3977bfd5p-5,0x1.b172538358403p+3,-0x1.935cbae10a2d3p+3,0x1.8e81e490749e2p+2,0x1.1e9d2775dd0ddp-3,0x1.49829efbbe34ep-2,-0x1.e225ed76de539p-1,-0x1.23c3c053c2232p-3,0x1.74e64897b6ac2p-4,0x1.284ba20466228p-4
11.999999999999789,-0x1.aedc0a9efd590p-5,0x1.b303cb32a2047p+3,-0x1.9663b79abf617p+3,0x1.8fa14adc9fd93p+2,0x1.17b270cdbb7abp-3,0x1.4be7e1ef97bf5p-2,-0x1.e0c6af9014e27p-1,-0x1.1d7b0ff58c83bp-3,0x1.637208759d532p-4,0x1.2ef55dfca5ee5p-4
12.029999999999788,-0x1.c8c2ffa9ab21cp-5,0x1.b4dff2abbbb62p+3,-0x1.991293ce6f82cp+3,0x1.90d990f066b5ep+2,0x1.102673a3b5fb9p-3,0x1.4e93e3436ec67p-2,-0x1.dfcd8cd526c09p-1,-0x1.2c85b35b259fep-3,0x1.a0eedf0033c1cp-4,0x1.62cdb91b094bfp-6
12.059999999999787,-0x1.e31820984c058p-5,0x1.b7135e633e27bp+3,-0x1.9b652589cf049p+3,0x1.92063757fba7dp+2,0x1.082341b2643e8p-3,0x1.51458332ba3b3p-2,-0x1.df3d32475574fp-1,-0x1.1a18d12b418fcp-3,0x1.4c6eb0b5a0a9ep-4,0x1.8eede32eca197p-6
12.089999999999787,-0x1.fdd73dfc439b8p-5,0x1.b9678b09a7ff1p+3,-0x1.9d932bfb5759bp+3,0x1.9331ba3f04e76p+2,0x1.ffea2d0ac2265p-4,0x1.53f9b753f2146p-2,-0x1.ded10cec0cf59p-1,-0x1.2bcddae89054dp-3,0x1.99e4ed3790186p-4,0x1.460e517326750p-8
12.119999999999786,-0x1.0c7d7907e8b88p-4,0x1.bbd4309a8790ep+3,-0x1.9fa3106c04d64p+3,0x1.9467419be8015p+2,0x1.ef5d4d4725551p-4,0x1.56b7625244a45p-2,-0x1.de7f3b168924cp-1,-0x1.17c57be664880p-3,0x1.4f35f15c9b602p-4,0x1.8e66eecfb5154p-7
12.149999999999785,-0x1.1a3f6eae425b4p-4,0x1.be4675528242ep+3,-0x1.a194f5cb2f9f5p+3,0x1.95f9f5e0af5cbp+2,0x1.e0dcf5a88678bp-4,0x1.59617a8207f7bp-2,-0x1.de2b94f13bf26p-1,-0x1.d0a6e69a40839p-4,0x1.85d8dc1c1084ep-4,0x1.d29c3b91be8e3p-8
12.179999999999785,-0x1.282fdaef3a617p-4,0x1.c0b4e24b24919p+3,-0x1.a3727aac8fa09p+3,0x1.97f342b07a825p+2,0x1.d3bc9b3e812d0p-4,0x1.5c2b2409a862ap-2,-0x1.ddd35f655a0aap-1,-0x1.d7833f660a36cp-4,0x1.70923b6ad163fp-4,0x1.c8d202de5e390p-7
12.209999999999784,-0x1.364dfe99e54d5p-4,0x1.c32e1b4495019p+3,-0x1.a53ea5ec11883p+3,0x1.9a07b40181d95p+2,0x1.c716f28d31d95p-4,0x1.5eedbf6127513p-2,-0x1.dd81b46f4c646p-1,-0x1.ac8dd9efd1a6ep-4,0x1.7cdeee92b75aep-4,0x1.37de0c6ad64cep-8
12.239999999999783,-0x1.44996de533597p-4,0x1.c5b1f998c9a49p+3,-0x1.a6f4e6355a5f2p+3,0x1.9c4d2ab1bd852p+2,0x1.bac2b430e3f4ap-4,0x1.61c8d12d171bbp-2,-0x1.dd3c30c977097p-1,-0x1.ba3ff7a22ea9fp-4,0x1.86fda7726571ap-4,0x1.05ca5f7e2eafap-7
12.269999999999783,-0x1.5312377b90268p-4,0x1.c83b3bf9ba099p+3,-0x1.a8a12e2e936f6p+3,0x1.9eaab07d9d291p+2,0x1.ae8af456bdcf6p-4,0x1.64af36d148d44p-2,-0x1.dcf9c7e7af5a6p-1,-0x1.a34a95ba3541cp-4,0x1.87cf889f03ff7p-4,0x1.cc09df6ac3160p-9
12.299999999999782,-0x1.61b8a0f29d7cbp-4,0x1.cacd4f5d712f3p+3,-0x1.aa4055b246d8fp+3,0x1.a11f63a031fe8p+2,0x1.a2686ffd08fb3p-4,0x1.679f4670a7509p-2,-0x1.dcbe5d21d2ed6p-1,-0x1.b01ea12e698f3p-4,0x1.8f68800ce64b1p-4,0x1.43fcf4faa4b01p-8
12.329999999999782,-0x1.708d4938a8c93p-4,0x1.cd65405967e98p+3,-0x1.abd843674ebbfp+3,0x1.a3a03d1d66ac3p+2,0x1.9649487b3ccd2p-4,0x1.6a92a21081bc5p-2,-0x1.dc85091d92a2bp-1,-0x1.a13c2a14926a6p-4,0x1.8ab61d44e4d6ap-4,0x1.864155d1a90a2p-9
12.359999999999781,-0x1.7f91070820832p-4,0x1.d004933e88db8p+3,-0x1.ad670ecbafd1fp+3,0x1.a62efe5c103bap+2,0x1.8a30632a382f0p-4,0x1.6d893d706b881p-2,-0x1.dc4fb287744afp-1,-0x1.abedb9ac425eep-4,0x1.91e55c942c534p-4,0x1.cc5a0eba7ceecp-9
12.38999999999978,-0x1.8ec4c009baab9p-4,0x1.d2a99d8140918p+3,-0x1.aeefe0c2062a1p+3,0x1.a8c647e282ffdp+2,0x1.7e12d34f1201dp-4,0x1.708088791465dp-2,-0x1.dc1bc4465da40p-1,-0x1.a1b800e5aa3d4p-4,0x1.8b132890a77fdp-4,0x1.7476949882803p-9
12.41999999999978,-0x1.9e29736d01e2bp-4,0x1.d5553a73ba244p+3,-0x1.b07179e47e0fcp+3,0x1.ab67acf2a608ep+2,0x1.71f5b42750382p-4,0x1.73784aa8d98c8p-2,-0x1.dbea51a83e52fp-1,-0x1.aa47f984d6be0p-4,0x1.91d78f2816dbdp-4,0x1.78949f6a17d52p-9
12.449999999999779,-0x1.adc02f802553fp-4,0x1.d8068d8887e0fp+3,-0x1.b1ed784fdf5a6p+3,0x1.ae1099d16f023p+2,0x1.65d2cd701533dp-4,0x1.766f73dc1d358p-2,-0x1.dbba0ef365978p-1,-0x1.a29f289bb504fp-4,0x1.8a2af0f9a3447p-4,0x1.74b1783933e9cp-9
12.479999999999778,-0x1.bd8a0da9f747fp-4,0x1.dabdebb3036c0p+3,-0x1.b363240831359p+3,0x1.b0c2a8164d10bp+2,0x1.59ad45789e99fp-4,0x1.796684ae117e9p-2,-0x1.db8b93a1131c9p-1,-0x1.a9e82d94e5d49p-4,0x1.915d967422b21p-4,0x1.52c52aea91686p-9
12.509999999999778,-0x1.cd88344a63a13p-4,0x1.dd7acc84abfe2p+3,-0x1.b4d33dd89822ep+3,0x1.b37d628b39de7p+2,0x1.4d83d2efcbbf1p-4,0x1.7c5d5d27232bep-2,-0x1.db5e2bbcfed08p-1,-0x1.a31836e7799ebp-4,0x1.89afaaaa7495dp-4,0x1.7af20d5ede3fbp-9
12.539999999999777,-0x1.ddbbd62a6e39cp-4,0x1.e03d8a7c54ee5p+3,-0x1.b63d624cc5efcp+3,0x1.b640ee0a3328dp+2,0x1.4156bcb5ea8b4p-4,0x1.7f53a3d4d2756p-2,-0x1.db3247c60252ap-1,-0x1.a9f4f9750207cp-4,0x1.9076dab540eabp-4,0x1.3ef2a897133aep-9
12.569999999999776,-0x1.ee21acfed023cp-4,0x1.e3b03c74ddabcp+3,-0x1.b6d5f919fe7b3p+3,0x1.b9551d6419908p+2,0x1.31ba29281ac81p-4,0x1.82d90e58ac227p-2,-0x1.dbf55b919be25p-1,-0x1.d11bb492f8806p-4,0x1.fb4d15bd09d33p-4,-0x1.caa396be52926p-4
12.599999999999776,-0x1.febc5e9e75b3fp-4,0x1.e80843f2b81a5p+3,-0x1.b67376a1b5f5cp+3,0x1.bc5dcbcff91dep+2,0x1.1f271e44a0b7dp-4,0x1.865e4041d7d90p-2,-0x1.ddc97001db192p-1,-0x1.9bdab0971e37ap-4,0x1.6b8c02b3e18fap-4,-0x1.005a03a91390cp-3
12.629999999999775,-0x1.07c9524ac2128p-3,0x1.ecc220051d51bp+3,-0x1.b5a0b96ab9654p+3,0x1.bf65e11ef7692p+2,0x1.0b49b65be5ffdp-4,0x1.89d59f2a6ac16p-2,-0x1.e00effbc9d78fp-1,-0x1.cbaad92b08439p-4,0x1.e2d0d068cafcap-4,-0x1.4f856b96ca8d4p-3
12.659999999999775,-0x1.10535ed8e281ap-3,0x1.f1b614982f835p+3,-0x1.b47f7adedb3a9p+3,0x1.c28da62c9a19ep+2,0x1.ed6e1516071e1p-5,0x1.8d53ea9761c4fp-2,-0x1.e29afb0efa468p-1,-0x1.9017b29487df1p-4,0x1.6fffb27e473aap-4,-0x1.418f71d899170p-3
12.689999999999774,-0x1.18fda54a3f818p-3,0x1.f6c8e2dc87543p+3,-0x1.b33340ec260efp+3,0x1.c5baf0a9c21d4p+2,0x1.c38b0ebe2e1a1p-5,0x1.90bcec85acb74p-2,-0x1.e54743b576c29p-1,-0x1.c680eae1170adp-4,0x1.cfeb173ab8fd5p-4,-0x1.6ae6892e5df06p-3
12.719999999999773,-0x1.21c930d4f98fcp-3,0x1.fbf24c5de0d87p+3,-0x1.b1c09664c0fd5p+3,0x1.c8fd8f14c4bb8p+2,0x1.990f88527c6a4p-5,0x1.941f6c8eb3bc8p-2,-0x1.e80d31e4e2da7p-1,-0x1.8b2f606aad12bp-4,0x1.6dae85c0e3240p-4,-0x1.56ff4437bfd15p-3
12.749999999999773,-0x1.2ab70fd068f7cp-3,0x1.0093d35825f5bp+4,-0x1.b035b21b50ec5p+3,0x1.cc4a8768f2923p+2,0x1.6e4d239af7c1fp-5,0x1.976f01c91e5eap-2,-0x1.eaddb9009eee5p-1,-0x1.c2b3ab6fd8b87p-4,0x1.c2c10ecd119dfp-4,-0x1.717dd22fa402fp-3
12.779999999999772,-0x1.33c840292b8c2p-3,0x1.0333d426faebdp+4,-0x1.ae917a6431852p+3,0x1.cfaad13c70186p+2,0x1.43238d80d8f87p-5,0x1.9ab716f1011a5p-2,-0x1.edb9daf142c57p-1,-0x1.8ace89414bac7p-4,0x1.6c6ba66a2ade3p-4,-0x1.5ee3f0e9a9b30p-3
12.809999999999771,-0x1.3cfdc459087d4p-3,0x1.05d6f39488253p+4,-0x1.acda201d458acp+3,0x1.d3188099fbafap+2,0x1.17cb40300936ap-5,0x1.9def3b9568fbcp-2,-0x1.f09ad83c4be08p-1,-0x1.c0546125ee391p-4,0x1.b9880675ed99ap-4,-0x1.72b732a408789p-3
12.83999999999977,-0x1.4658680d9e654p-3,0x1.086514c4d47a7p+4,-0x1.ab04a3142aa68p+3,0x1.d7981a9338c52p+2,0x1.eb2ae0dc942d7p-6,0x1.a140467be79d5p-2,-0x1.f34d8bb265fc9p-1,-0x1.f00f37bfd2567p-6,0x1.9006aa5881396p-4,-0x1.3014b22043da5p-3
12.86999999999977,-0x1.4fd994158a2e8p-3,0x1.0ad91cde58809p+4,-0x1.a8fbec0a57f6ap+3,0x1.ddae280222470p+2,0x1.c2b2a516cdbe3p-6,0x1.a4b7dab5b9018p-2,-0x1.f5c8398b38374p-1,-0x1.86cb2ee4351dap-8,0x1.e94f2a7e16f22p-4,-0x1.3b795b2a312b6p-3
12.89999999999977,-0x1.5983653493010p-3,0x1.0d4f18dc00ee0p+4,-0x1.a6b07b7fc8268p+3,0x1.e49a783c58bdcp+2,0x1.a6eca585aa1e4p-6,0x1.a83d7ae730a5bp-2,-0x1.f84b60c6b4de9p-1,0x1.8b358000910b9p-6,0x1.a0d9a07455108p-4,-0x1.3686d7ec7d46ep-3
12.929999999999769,-0x1.6357e6a6715b1p-3,0x1.0fd0654b5d75fp+4,-0x1.a4281fbe4c888p+3,0x1.ebef0af1f4e3ap+2,0x1.9141b86d21921p-6,0x1.abb325265d052p-2,-0x1.fae7baaca2550p-1,0x1.9b14369fe37bbp-6,0x1.d9619090d4922p-4,-0x1.51b3921224c94p-3
12.959999999999768,-0x1.6d5902ab0ef2cp-3,0x1.125d4b521b6bep+4,-0x1.a16e3d5f849ccp+3,0x1.f37cc02717580p+2,0x1.7e033d67dfd8bp-6,0x1.af1a505df0968p-2,-0x1.fd9ea27824765p-1,0x1.4be6c5b4db851p-5,0x1.923c2c0d5159ap-4,-0x1.4e136b936e8edp-3
12.989999999999768,-0x1.77884b439b4bbp-3,0x1.1504d5355400ep+4,-0x1.9eb47e127006cp+3,0x1.fa126a381d2b6p+2,0x1.6db796bc55d02p-6,0x1.b16afc553c127p-2,-0x1.0023571a088abp+0,0x1.1dddc7fffd89cp-5,0x1.72f8fc086ea72p-5,-0x1.3efb2f93865bdp-3
13.019999999999767,-0x1.81e52ea0202ddp-3,0x1.17da2c53451f1p+4,-0x1.9be4ed4202ec2p+3,0x1.ff43fa51cb600p+2,0x1.5c98909c07456p-6,0x1.b2658c84fa38ep-2,-0x1.017f884432ef4p+0,0x1.508f7a15ddaf3p-5,0x1.74ebc47228c1dp-7,-0x1.58ef93900b06ap-3
13.049999999999766,-0x1.8c6c781231941p-3,0x1.1ad3faab502f3p+4,-0x1.98f34d6fd833dp+3,0x1.01be28aabcd69p+3,0x1.4aed0d267b2b7p-6,0x1.b26d76c82e00cp-2,-0x1.02e7b5e3b5bdbp+0,0x1.35f536157826ap-5,-0x1.0aeca83e2aa6ap-6,-0x1.52d8aa0d1abfap-3
13.079999999999766,-0x1.9719190132c68p-3,0x1.1de50aea70363p+4,-0x1.95eda4a3c079ep+3,0x1.037a222262131p+3,0x1.38df24973d1d2p-6,0x1.b1c2f976e8735p-2,-0x1.04551e0799556p+0,0x1.54cb21bf09a86p-5,-0x1.143231428100bp-5,-0x1.6126091d0c803p-3
13.109999999999765,-0x1.a1e4d38eba188p-3,0x1.21074baefd86cp+4,-0x1.92cedd7985634p+3,0x1.04f35d7bbab6fp+3,0x1.26b45253d3de5p-6,0x1.b09bea7aed7d3p-2,-0x1.05c8f3b1234f1p+0,0x1.45bacc43ea198p-5,-0x1.86c972e967c97p-5,-0x1.5e3e03040d6bap-3
13.139999999999764,-0x1.acc8b6584241dp-3,0x1.24338dca9d056p+4,-0x1.8f9f2f2195defp+3,0x1.0638680ea0f43p+3,0x1.14767c5bbf950p-6,0x1.af19b1c2855dep-2,-0x1.073f7bca0699ep+0,0x1.57d171bb6b448p-5,-0x1.cf5b98612e76cp-5,-0x1.660c56c9152cfp-3
13.169999999999764,-0x1.b7bd6b63462eep-3,0x1.27665f82cda33p+4,-0x1.8c5c582aa9ac8p+3,0x1.0758df44d8d56p+3,0x1.0248b8671ba18p-6,0x1.ad58b1f1250d3p-2,-0x1.08b931b4caf13p+0,0x1.4e1a9dc8a1384p-5,-0x1.0369ce8bf82d5p-4,-0x1.647f9c7a83612p-3
13.199999999999763,-0x1.c2bb87b0ef7fap-3,0x1.2a9be5ab8d98dp+4,-0x1.890aeba54edf4p+3,0x1.085c791a21009p+3,0x1.e077343d6ec4fp-7,0x1.ab6a10e92bbd8p-2,-0x1.0a3402b2daeaap+0,0x1.5a9f0d276d09ep-5,-0x1.15b51027d9787p-4,-0x1.68a444b579c55p-3
13.229999999999762,-0x1.cdb800f793bebp-3,0x1.2d79a06b75cf5p+4,-0x1.86e49fe7bc6b5p+3,0x1.0912c2d6fa01ep+3,0x1.e52cfd036e539p-7,0x1.a8bd2dcc56820p-2,-0x1.0b15f5e449219p+0,0x1.ede5dd6c3b097p-5,-0x1.c00cd0db1ac7ep-4,-0x1.0275bc2dfde9dp-5
13.259999999999762,-0x1.d8aa929c2cca3p-3,0x1.2fd2a7dfcee40p+4,-0x1.8657c54c3c17dp+3,0x1.09aec5525f456p+3,0x1.07aaf784cc350p-6,0x1.a5edb55f0b8b3p-2,-0x1.0b3a79011946cp+0,0x1.4b356653a490bp-5,-0x1.2f679d4ebb8edp-4,0x1.82098ca05b0a0p-12
13.289999999999761,-0x1.e38eaa94e5bc7p-3,0x1.31e8c9a99b379p+4,-0x1.8691812ff8fc5p+3,0x1.0a4d662e81c2cp+3,0x1.24e40149b5e56p-6,0x1.a32bac733eb9fp-2,-0x1.0b06a94fed31ep+0,0x1.d6d315adb1354p-5,-0x1.ac7e470876e1ap-4,0x1.a1c403871dc90p-5
13.31999999999976,-0x1.ee5d43d9ff38ep-3,0x1.33d5d2687dd03p+4,-0x1.8748c67a20e17p+3,0x1.0ae625cf3b040p+3,0x1.469a4d2b9b41ep-6,0x1.a06ae0c55e580p-2,-0x1.0a9dea886fc4fp+0,0x1.3295b840c06a0p-5,-0x1.29f5ed7c959f6p-4,0x1.9b1636cf77adap-5
13.34999999999976,-0x1.f90ff8e83eebap-3,0x1.35ac002f76af7p+4,-0x1.883e4f9cb2ec3p+3,0x1.0b8552292387fp+3,0x1.69eadbd5b5a0dp-6,0x1.9dbf55ef3bcecp-2,-0x1.0a1d55f6afb6fp+0,0x1.c0288c6a93454p-5,-0x1.9386fc11424bbp-4,0x1.2da34ac715b30p-4
13.37999999999976,-0x1.01d052ba3bbaep-2,0x1.3772ae3e6b2aep+4,-0x1.895fc8a1533d1p+3,0x1.0c235d9290da0p+3,0x1.8e5e12ad9eb83p-6,0x1.9b193ae73b198p-2,-0x1.098d25bf3094ap+0,0x1.27d8f7afde3bap-5,-0x1.21d3ac94e4cffp-4,0x1.0b51d5f3f8de4p-4
13.409999999999759,-0x1.0704e1c0fd6eap-2,0x1.392fa37830c27p+4,-0x1.8a97d7d77ad8ep+3,0x1.0cc622c1a79e1p+3,0x1.b2e5c009df73ep-6,0x1.9883a2a260484p-2,-0x1.08f6fc7a8caa7p+0,0x1.b25bb2a19e22cp-5,-0x1.80714cfb5e0eep-4,0x1.463e16ccf97b2p-4
13.439999999999758,-0x1.0c23212b3132fp-2,0x1.3ae4e6ac41e70p+4,-0x1.8be33b0c4a9e3p+3,0x1.0d684e14f7e4ep+3,0x1.d7cb5cd08d94bp-6,0x1.95f1cf748390dp-2,-0x1.085beb6f1ad62p+0,0x1.270b171ebaeeap-5,-0x1.1c0ea4df8ceabp-4,0x1.202e8fd8951bap-4
13.469999999999757,-0x1.1128c46a3846dp-2,0x1.3c949ddb4cab4p+4,-0x1.8d39c960b2854p+3,0x1.0e0ca178f0c44p+3,0x1.fc70265490906p-6,0x1.936b27f1f4302p-2,-0x1.07bfca0b7cfdfp+0,0x1.a98d88e369299p-5,-0x1.7345380832ad1p-4,0x1.4c17158814810p-4
13.499999999999757,-0x1.1613b833f18b5p-2,0x1.3e3f5ddedfc89p+4,-0x1.8e9bc12ac32c4p+3,0x1.0eaf4aeb0ed39p+3,0x1.109f25bf02a85p-5,0x1.90e5bb5d0fb18p-2,-0x1.07221465d93fcp+0,0x1.2a45f7237a591p-5,-0x1.19303e068096cp-4,0x1.284f9671b4cc9p-4
13.529999999999756,-0x1.1ae2137d27741p-2,0x1.3fea165cb5f39p+4,-0x1.900caa96bdc5dp+3,0x1.0f340ebe9ea8ap+3,0x1.22f85ca6ae4c6p-5,0x1.8e37a9fc51254p-2,-0x1.06821d1350f14p+0,0x1.a1f5093cbabcap-5,-0x1.9bd44fa166278p-4,0x1.5855423dff40ap-4
13.559999999999755,-0x1.1f91f8b8e04eep-2,0x1.4197a891ce98ap+4,-0x1.918627f5f93d7p+3,0x1.0f9413a296733p+3,0x1.3539c28813205p-5,0x1.8b554c94dfd13p-2,-0x1.05e2ae41453aap+0,0x1.28fecb2cf29c7p-5,-0x1.4e451d6c1ea15p-4,0x1.2a7d871b9196ep-4
13.589999999999755,-0x1.24218674f07bep-2,0x1.434584d43c028p+4,-0x1.9304c71b0d302p+3,0x1.0fe011388dc60p+3,0x1.474c18f16669dp-5,0x1.885aeb36085ccp-2,-0x1.0544fdf3f258dp+0,0x1.9ec9efcf6171dp-5,-0x1.b39c50b8530a1p-4,0x1.54ecdd94ab1a1p-4
13.619999999999754,-0x1.288eea73bf163p-2,0x1.44ed7307fc2d4p+4,-0x1.9498c5a7fc3e2p+3,0x1.101be2579569ap+3,0x1.53d07313e9a12p-5,0x1.85b2bfc158750p-2,-0x1.04b2ae341e425p+0,-0x1.1636d945b7770p-8,-0x1.f29087398591dp-5,0x1.fa7ab531f1988p-5
13.649999999999753,-0x1.2cd8b9b67ab89p-2,0x1.469f90b193015p+4,-0x1.966dbd05888fcp+3,0x1.0fb71a2c89d20p+3,0x1.524b2699c9493p-5,0x1.831cc243958ecp-2,-0x1.043540eb9d565p+0,-0x1.c5a2c33ab4810p-5,-0x1.a39972562502ap-4,0x1.046737c548694p-4
13.679999999999753,-0x1.30fd9563b2e2ap-2,0x1.4869b84abed8bp+4,-0x1.98769c820d681p+3,0x1.0e75d60ee1792p+3,0x1.450921e4c3d66p-5,0x1.801366fbb94fbp-2,-0x1.03c9c153da954p+0,-0x1.7bdfff24eaa34p-4,-0x1.7491497e69266p-4,0x1.794c90a3d3f7fp-5
13.709999999999752,-0x1.34fbb3b0bc5e1p-2,0x1.4a3470d851ae0p+4,-0x1.9ab0acbfdbc0dp+3,0x1.0cc42f277b6d0p+3,0x1.31ecd9f7240b2p-5,0x1.7cdd4f8871ea6p-2,-0x1.035cf79b38b36p+0,-0x1.a678b5886c2d2p-4,-0x1.d2f54fc68043bp-4,0x1.0a03c51adc38ep-4
13.739999999999752,-0x1.38d144fffdef8p-2,0x1.4bf470076906dp+4,-0x1.9d1fcc2c232a0p+3,0x1.0acc3db764aa0p+3,0x1.1c1290901f489p-5,0x1.79895d1f5d613p-2,-0x1.02e33e4ae7415p+0,-0x1.e9864e4abd578p-4,-0x1.92db6b2841d35p-4,0x1.dd0207849c6d3p-5
13.76999999999975,-0x1.3c7c8d2a5a530p-2,0x1.4da965b4a6b88p+4,-0x1.9faac14533507p+3,0x1.08b3c90f303ddp+3,0x1.04e472fc1c3ebp-5,0x1.7633dd1e0a790p-2,-0x1.0260bb26ea971p+0,-0x1.de40217d0f4e6p-4,-0x1.d4e5a23aaae2ap-4,0x1.2a5054de64675p-4
