t,z,u,v,w,phi,theta,psi,p,q,r
4.4999999999999485,0x1.13995e2c052bfp-2,-0x1.4f78027cf1961p+1,-0x1.511a60d0acb27p+2,0x1.9446c78f4e939p-1,0x1.3fe810782fb03p-3,-0x1.e2d1f74a2a390p-7,-0x1.b9c7417c22229p-1,-0x1.b32798dd19e7bp-4,-0x1.1affc603252f2p-7,0x1.6087abac517d0p-5
4.529999999999948,0x1.113bf7c80656fp-2,-0x1.50dc691df0e64p+1,-0x1.53f16f4a0305cp+2,0x1.9144724c17915p-1,0x1.39a15631bf46fp-3,-0x1.f4a435c45aef6p-7,-0x1.b92948490f19ep-1,-0x1.8cbee3c8b8d0fp-4,-0x1.e5517a36b7e46p-7,0x1.577d56208f799p-5
4.559999999999947,0x1.0eefc9ff1d40fp-2,-0x1.52440f7da87fep+1,-0x1.56bf4d6411c13p+2,0x1.8cee1c15867fdp-1,0x1.337d985c9118bp-3,-0x1.e567fdbb0ae9bp-7,-0x1.b88af7ba0c492p-1,-0x1.a0e31c822e24ep-4,0x1.d8096fb05e524p-5,0x1.0e720d5fe29abp-5
4.589999999999947,0x1.0cb55babe410cp-2,-0x1.53b2bb29afdb1p+1,-0x1.5980c72daab6dp+2,0x1.86e48320aa68dp-1,0x1.2d7385342989dp-3,-0x1.ae229f03c36f8p-7,-0x1.b7deda4a70f94p-1,-0x1.7f5ba045eab55p-4,0x1.10958df8e3361p-4,0x1.2e54d2dfc6588p-5
4.619999999999946,0x1.0a8d2426cf2cep-2,-0x1.55104494d0246p+1,-0x1.5c374f8aa2bbbp+2,0x1.7fc9dc5123172p-1,0x1.2775088bcf515p-3,-0x1.5ffe7fb5c4288p-7,-0x1.b731ee98bbeedp-1,-0x1.9b84aa7c6b580p-4,0x1.a808fa4f0adc9p-4,0x1.baf980a6b6f4bp-6
4.649999999999945,0x1.0877914d570a5p-2,-0x1.565ac39bab689p+1,-0x1.5ee0603bd8ff0p+2,0x1.77ba5ebfb4e79p-1,0x1.217e7982ab492p-3,-0x1.fd06ea098fa6bp-8,-0x1.b67fd47dc2626p-1,-0x1.7c2849b68646ap-4,0x1.b0d06fd49a7bcp-4,0x1.19d3bbd9b263ep-5
4.679999999999945,0x1.0674f77f8b5cfp-2,-0x1.579286ca76ec4p+1,-0x1.617a1c15dbce0p+2,0x1.6ef8f471c900ep-1,0x1.1b8cf3f3847f2p-3,-0x1.2161b67e99be0p-8,-0x1.b5c5fff7732d9p-1,-0x1.99e98d1f560e9p-4,0x1.07b88bdd312f0p-3,0x1.cb672be863cc1p-6
4.709999999999944,0x1.04859537242d5p-2,-0x1.58aca7bf6f874p+1,-0x1.64052724fcba7p+2,0x1.659fb2a9d8dccp-1,0x1.159dee3ed793ep-3,-0x1.92a0e8bf17840p-11,-0x1.b50913039d11fp-1,-0x1.7c40674c0c672p-4,0x1.0081b71081ca9p-3,0x1.160f7373fd027p-5
4.739999999999943,0x1.02a997998dae7p-2,-0x1.59a9c8921c005p+1,-0x1.6680a77fe2ac4p+2,0x1.5bd741f613bedp-1,0x1.0fb2d1cd6b421p-3,0x1.91937df9edb17p-9,-0x1.b447c596cf7d3p-1,-0x1.994e2f8b2474ep-4,0x1.20e31a369a0a0p-3,0x1.e0b5a9f9eea4dp-6
4.769999999999943,0x1.00e11637bafacp-2,-0x1.5a82918b0ca90p+1,-0x1.68ed292bb89f0p+2,0x1.51aadeeca6931p-1,0x1.09c98752362fbp-3,0x1.cdb429750a3c3p-8,-0x1.b38565f2dab27p-1,-0x1.7cefb67e0b5dcp-4,0x1.147f75520acd8p-3,0x1.1614846e24b14p-5
4.799999999999942,0x1.fe58246b6bad9p-3,-0x1.5b378f11cd079p+1,-0x1.6b4a5e5ccd7b4p+2,0x1.4737911083ec1p-1,0x1.03e6b84958addp-3,0x1.6c2d2041bfb6fp-7,-0x1.b2c173c52ee32p-1,-0x1.978b42044ee7cp-4,0x1.2c94ead5d3a9ap-3,0x1.ee70d6bf98708p-6
4.8299999999999415,0x1.fb14e9a5d5c1cp-3,-0x1.5bc401de0889cp+1,-0x1.6d98a931cb020p+2,0x1.3c7f42fae4fcfp-1,0x1.fc0d009f65b82p-4,0x1.f3e47872ae15dp-7,-0x1.b1fe0947bb5c7p-1,-0x1.7d4a2a86498aap-4,0x1.1debf19f30f5ap-3,0x1.157d6ae525eaep-5
4.859999999999941,0x1.f7f829b30b01ap-3,-0x1.5c28b08041a36p+1,-0x1.6fd7f7bb10568p+2,0x1.31979ba9b2de7p-1,0x1.f05b0c8523b3cp-4,0x1.3e63c4dd9925dp-6,-0x1.b13ad9396e5e0p-1,-0x1.956b1931f615bp-4,0x1.31072915c639fp-3,0x1.f516b049a56b3p-6
4.88999999999994,0x1.f50175e8dc969p-3,-0x1.5c627eca42de0p+1,-0x1.7208896cd98e4p+2,0x1.267df1abb3d6fp-1,0x1.e4af9a9204125p-4,0x1.836abf037873cp-6,-0x1.b0792e32607d2p-1,-0x1.7d449acb14e58p-4,0x1.222b6d01a329ep-3,0x1.138ee9f6cd71bp-5
4.9199999999999395,0x1.f23034abee8a3p-3,-0x1.5c7267a53fd18p+1,-0x1.742a6459e03ebp+2,0x1.1b41260b59373p-1,0x1.d9125fffb0acbp-4,0x1.c8a4d5565bf16p-6,-0x1.afb8b9b7e4174p-1,-0x1.9351b1b8d3fb3p-4,0x1.322a6a8520ed5p-3,0x1.f6da8c1c55da2p-6
4.949999999999939,0x1.ef83a06afcf95p-3,-0x1.5c565a91ee4d1p+1,-0x1.763da03aeaf2ep+2,0x1.0fdfcde0b5e73p-1,0x1.cd7e85abee791p-4,0x1.070e031597a46p-5,-0x1.aefa3f1f32219p-1,-0x1.7c6e5746aca82p-4,0x1.2385e02bcb94ap-3,0x1.1123a765bdef7p-5
4.979999999999938,0x1.ecfadd544db3fp-3,-0x1.5c0f51ca71c70p+1,-0x1.78425431c5d53p+2,0x1.046938f79803fp-1,0x1.c1fbbd53904eep-4,0x1.29bdaf5d58ec2p-5,-0x1.ae3d8847746bep-1,-0x1.9065f2933ae84p-4,0x1.30d34a0c96a7fp-3,0x1.f62d5d6c9a973p-6
5.009999999999938,0x1.ea94f8d1ca40dp-3,-0x1.5b9baad640b42p+1,-0x1.7a38a1c6bdfb8p+2,0x1.f1aee540fa7b6p-2,0x1.b681ebbbb50e1p-4,0x1.4c72d10f68c76p-5,-0x1.ad8330af3590ap-1,-0x1.7b994fe8896f7p-4,0x1.2339ee71a2c00p-3,0x1.0dbef143cef30p-5
5.039999999999937,0x1.e850e5712aea8p-3,-0x1.5afca2e606f83p+1,-0x1.7c209b901e6a3p+2,0x1.da690fb90e1cep-2,0x1.ab174045eba99p-4,0x1.6f1910e1a4ccdp-5,-0x1.accacf54c8cf4p-1,-0x1.8de4ea152e4b3p-4,0x1.2f491d6a80fc2p-3,0x1.f3cad763232aep-6
5.069999999999936,0x1.e62d7a83be338p-3,-0x1.5a30f5be598dcp+1,-0x1.7dfa5125615fdp+2,0x1.c2f6fd9deb022p-2,0x1.9fb3a0afca0e7p-4,0x1.91bafbd464d93p-5,-0x1.ac14d0051ba9cp-1,-0x1.7b2dc98090b58p-4,0x1.2250ac691fa64p-3,0x1.0a79b044a839fp-5
5.099999999999936,0x1.e429753fd6765p-3,-0x1.5939b46576197p+1,-0x1.7fc5d9258437dp+2,0x1.ab6ee58d5fab4p-2,0x1.945d37685ee9fp-4,0x1.b43e2d2aaa677p-5,-0x1.ab60efa0171b9p-1,-0x1.8bcd53a7117adp-4,0x1.2cb7e70957055p-3,0x1.f0acdca8025b8p-6
5.129999999999935,0x1.e2452bde17e0ap-3,-0x1.5705ca566e914p+1,-0x1.81c13e422cfbfp+2,0x1.923645fbadc6dp-2,0x1.88267ea61118fp-4,0x1.da7fa3d23b781p-5,-0x1.ab618b161214ep-1,-0x1.a1de5bbfc3fadp-4,0x1.4df7b20555ff5p-3,-0x1.f267aca6a2720p-5
5.159999999999934,0x1.e07f29c7e74a9p-3,-0x1.537956eb94e8fp+1,-0x1.83ecd4dd21a23p+2,0x1.79566c0372f27p-2,0x1.7bd3a05e31141p-4,0x1.0088cd846386ap-4,-0x1.ac269874bfaeep-1,-0x1.7aee94f99f66fp-4,0x1.1ec07bc0ef708p-3,-0x1.17c0d287d7283p-4
5.189999999999934,0x1.ded4558674782p-3,-0x1.4f487ebd9dbaap+1,-0x1.86207561db148p+2,0x1.60b149e8c6119p-2,0x1.6f694203c48ccp-4,0x1.13d358e1f6a25p-4,-0x1.ad38dd0f371e5p-1,-0x1.9b80be9c5c519p-4,0x1.47b2809a919dap-3,-0x1.9531f825fcf40p-4
5.219999999999933,0x1.dd43116bb4bd3p-3,-0x1.4a93534ad16e6p+1,-0x1.8853508b11233p+2,0x1.484d8bfa758d0p-2,0x1.630596ddd8940p-4,0x1.27361a9689924p-4,-0x1.ae8118aaa10f4p-1,-0x1.6ed5cb8a68b0dp-4,0x1.1df07002b0cd3p-3,-0x1.8424c2d264844p-4
5.2499999999999325,0x1.dbc99b35e99bbp-3,-0x1.45f98c56855d6p+1,-0x1.8a6093a6911aap+2,0x1.37b3dde1c9f4dp-2,0x1.5c4e19580278ep-4,0x1.3bc828415db0fp-4,-0x1.af9616e496810p-1,-0x1.30b04b0dc80d8p-7,0x1.748b3b71a98e4p-3,-0x1.2e7d803a8be92p-4
5.279999999999932,0x1.da658a21b37dfp-3,-0x1.4185c627490e4p+1,-0x1.8c4d060e6bfd2p+2,0x1.32d9b5ec829c6p-2,0x1.5e79a0f1deb86p-4,0x1.53418e9d69d40p-4,-0x1.b06aa15a5bc80p-1,0x1.b422dd2f45a0dp-5,0x1.844bf09f3c246p-3,-0x1.0e611226e3054p-4
5.309999999999931,0x1.d91342156c5adp-3,-0x1.3ccfe5a0fd959p+1,-0x1.8e3976f6433e9p+2,0x1.367ccc1b76ca1p-2,0x1.669276a37c88ep-4,0x1.6c86c94debf4cp-4,-0x1.b140b81b5543ap-1,0x1.6813ec3379be2p-4,0x1.afae8ce577d9ap-3,-0x1.3ddae75e566a9p-4
5.339999999999931,0x1.d7ce7ed474cb3p-3,-0x1.37ae2468b8f95p+1,-0x1.9034f70059e8dp+2,0x1.3f42865ba8ad8p-2,0x1.7202217568719p-4,0x1.8714bcbbc87c4p-4,-0x1.b230b85b35bdap-1,0x1.c06b3fa97baccp-4,0x1.abdaf7b574d87p-3,-0x1.4f32b474c7643p-4
5.36999999999993,0x1.d69293679aa76p-3,-0x1.321abae8c3d4bp+1,-0x1.92441fe1e2357p+2,0x1.4b5c0fb19bf8ep-2,0x1.7f364a85b7168p-4,0x1.a22d10efd2dbbp-4,-0x1.b33e1757ba8e0p-1,0x1.e744b7ca13bbap-4,0x1.bdd607b70342dp-3,-0x1.82ba776a11f25p-4
5.399999999999929,0x1.d55a8e76659a3p-3,-0x1.2c1961134c55ep+1,-0x1.94677f7f9568dp+2,0x1.59b884cc63bc9p-2,0x1.8d5de87ecca21p-4,0x1.bd9dcea9b1013p-4,-0x1.b46563dfcb994p-1,0x1.0492eb15a24a7p-3,0x1.b39690899e01ep-3,-0x1.8c49382752907p-4
5.429999999999929,0x1.d421630587729p-3,-0x1.25b9298f10108p+1,-0x1.969d041d08cbfp+2,0x1.69c87959d306dp-2,0x1.9bfd9eb6cd678p-4,0x1.d9255d5a63ea4p-4,-0x1.b59d3b6bcb9f9p-1,0x1.07450f962b85bp-3,0x1.bdbb10d64fa96p-3,-0x1.ab31a5b65295ep-4
5.459999999999928,0x1.d2e207c8de2ebp-3,-0x1.1f0057d921d31p+1,-0x1.98e3758ca8cf2p+2,0x1.7b3db1cc0896ep-2,0x1.aadaba2f327ccp-4,0x1.f4bec5dc5f539p-4,-0x1.b6e12b1668861p-1,0x1.103509492e591p-3,0x1.b32d7968d8b84p-3,-0x1.ab7257be96c97p-4
5.489999999999927,0x1.d197773c6e444p-3,-0x1.17f9c083f17e7p+1,-0x1.9b3905ca3c221p+2,0x1.8def4d456f655p-2,0x1.b9cf604d2161ap-4,0x1.0829d1f259de9p-3,-0x1.b82abc758d0a4p-1,0x1.0d56f02ae50c1p-3,0x1.bafbc45dd1b96p-3,-0x1.bc8c9de66bb62p-4
5.519999999999927,0x1.d03cb40d25ebdp-3,-0x1.10a85dc565590p+1,-0x1.9d9cd7f5d6007p+2,0x1.a1c11bd8fe745p-2,0x1.c8c7721366a2cp-4,0x1.15f765d6f096ep-3,-0x1.b977c86560672p-1,0x1.136811b88396bp-3,0x1.b20bb7e768820p-3,-0x1.b88b437b70ec6p-4
5.549999999999926,0x1.ceccc7bbbaa6cp-3,-0x1.091229fa33508p+1,-0x1.a00dd872607b9p+2,0x1.b6b2d3da03fbdp-2,0x1.d7bb0b2d3c2aap-4,0x1.23c459a61e421p-3,-0x1.bac4edca18002p-1,0x1.0f196c85c4fdcp-3,0x1.b936cb01d353ap-3,-0x1.c2882b526db2ap-4
5.5799999999999255,0x1.cd42cf915154bp-3,-0x1.0138068f73847p+1,-0x1.a28b7c0c441c6p+2,0x1.ccbceffc263e3p-2,0x1.e6a1c1059cd23p-4,0x1.31969ab36f463p-3,-0x1.bc1169df819cep-1,0x1.13eeab1c9104fp-3,0x1.b1ea89f00c53ap-3,-0x1.bd2fd1fb5c383p-4
5.609999999999925,0x1.cb99f629aa09cp-3,-0x1.f23a8b1990376p+0,-0x1.a5151baac2c3bp+2,0x1.e3e9924488587p-2,0x1.f57a6759a2fdbp-4,0x1.3f6bca8827933p-3,-0x1.bd5b81d191e34p-1,0x1.0f361c8aae7cep-3,0x1.b8ab888bef713p-3,-0x1.c386c8ea42d3ep-4
5.639999999999924,0x1.c9cd7946cba5ep-3,-0x1.e183cf4c688bep+0,-0x1.a7aa4c5b635bap+2,0x1.fc3bd6485e989p-2,0x1.0220688cea52ep-3,0x1.4d47b23cf3b19p-3,-0x1.bea30ed6f17b0p-1,0x1.136ca8361e609p-3,0x1.b266fc857e40cp-3,-0x1.bdff154d22350p-4
5.6699999999999235,0x1.c7d8a3c28ec26p-3,-0x1.d04f97a06f414p+0,-0x1.aa4a9ce7f1553p+2,0x1.0ae1fd9d737bdp-1,0x1.097be7f3b8129p-3,0x1.5b291b0f5d91cp-3,-0x1.bfe73851cc638p-1,0x1.0ee87c132b67dp-3,0x1.b8f482564649bp-3,-0x1.c292ca5905580p-4
5.699999999999923,0x1.c5b6c7f09a4c4p-3,-0x1.be9d5f6a25a96p+0,-0x1.acf5afb501db3p+2,0x1.1843451bbbe58p-1,0x1.10ce543db59c2p-3,0x1.6914afc720a4fp-3,-0x1.c12800b0fcefcp-1,0x1.12b4f3d84cf1ap-3,0x1.b3ed9552c1c79p-3,-0x1.bd48a7916d9dap-4
5.729999999999922,0x1.c363487804617p-3,-0x1.ac6fda37276a5p+0,-0x1.afab2cdd8ea75p+2,0x1.2647fb68a82b4p-1,0x1.18175fc51fa5dp-3,0x1.7709569371bd4p-3,-0x1.c264d96e289b2p-1,0x1.0dfa88c2ed8c3p-3,0x1.ba48798450bdap-3,-0x1.c0b4bbee84cfdp-4
5.759999999999922,0x1.c0d992d40a8e3p-3,-0x1.99c6a3b7a1374p+0,-0x1.b26aaff9d59edp+2,0x1.34f3ec6228844p-1,0x1.1f5680d4f5c4bp-3,0x1.850aecb83b0a4p-3,-0x1.c39dc013f30b4p-1,0x1.119230423e46cp-3,0x1.b64b19d709657p-3,-0x1.bb9870d497e42p-4
5.789999999999921,0x1.be151dba761cfp-3,-0x1.86a3b4170916dp+0,-0x1.b533de5fac4d2p+2,0x1.44536e8f91902p-1,0x1.268e7e4a2fd8fp-3,0x1.9316d7fce44cap-3,-0x1.c4d260b1757d1p-1,0x1.0d76508e30e0ap-3,0x1.bc09d11b974abp-3,-0x1.be3a4639f18afp-4
5.81999999999992,0x1.bb13b399a593cp-3,-0x1.75c3a6e56f114p+0,-0x1.b7dec17d90d9dp+2,0x1.5585a4309373cp-1,0x1.2ec53fcd307f1p-3,0x1.9fecab295f04ap-3,-0x1.c5383657023b0p-1,0x1.2acf7e9ee5d7fp-3,0x1.83b9a835c4be4p-3,-0x1.016ca3edb73a0p-9
5.84999999999992,0x1.b7d11edd9887fp-3,-0x1.67ac8222aa4bcp+0,-0x1.ba75e034074ecp+2,0x1.6488890fb08c9p-1,0x1.3654e3908645cp-3,0x1.acf640f6fe1e0p-3,-0x1.c4a80024b232fp-1,0x1.5ce61272377d2p-4,0x1.edabb1dbf2ca0p-3,0x1.39b1f36814288p-7
5.879999999999919,0x1.b4474174089bfp-3,-0x1.5a42bf57f58b6p+0,-0x1.bd1ea76dd12f2p+2,0x1.6dd46d483e7a2p-1,0x1.3a979d87267dap-3,0x1.ba35dc1c7aa8bp-3,-0x1.c3bf97c43b3f9p-1,0x1.d2f59c8e7b79cp-6,0x1.9f4c21d2e400cp-3,0x1.3fc6e2edcbb48p-5
5.909999999999918,0x1.b07339c07b48cp-3,-0x1.4c8434b353824p+0,-0x1.bfdd3256e315ep+2,0x1.7265dc00d6174p-1,0x1.3bba011a56c15p-3,0x1.c6df8fe143a93p-3,-0x1.c2d0c418a2071p-1,-0x1.25a54a7a46df2p-6,0x1.c82469085a74fp-3,0x1.e85a383a640d7p-7
5.939999999999918,0x1.ac53bd07c1680p-3,-0x1.3ebcd170c9dd5p+0,-0x1.c29f9a66703afp+2,0x1.7505f806da3b7p-1,0x1.3b3bee4445fbbp-3,0x1.d1cf85fac898ap-3,-0x1.c1ca79e1a16fdp-1,-0x1.c96b913c5f5a6p-6,0x1.313abb858b7aap-3,0x1.e305fdd17d610p-5
5.969999999999917,0x1.a7e8bd20e2ecep-3,-0x1.313a27ee95e15p+0,-0x1.c55d45037893ap+2,0x1.7710d880454c5p-1,0x1.39a8bd620f60dp-3,0x1.d8fcd52df3488p-3,-0x1.c0a6976521d4ep-1,-0x1.d384f927ab654p-5,0x1.a9ce9674b29b1p-4,0x1.8a7f8b8a5b90fp-5
5.9999999999999165,0x1.a33424455f18cp-3,-0x1.2343c511bae6fp+0,-0x1.c81b07f3a9446p+2,0x1.79198c4396d2cp-1,0x1.374eb744037fcp-3,0x1.dd3a66703fde0p-3,-0x1.bfa04f5ae74dep-1,-0x1.9aeef86c490f1p-5,0x1.aba6a96650d60p-5,0x1.e4bfd8a589f6ap-5
6.029999999999916,0x1.9e39eb918a739p-3,-0x1.155166e2a53dap+0,-0x1.cad3b40c3e009p+2,0x1.7b5c9266b261ep-1,0x1.34a6e5ab7df98p-3,0x1.df7711cec6e5fp-3,-0x1.be990ab368cc3p-1,-0x1.138d7b858cdc2p-4,0x1.42fa9c66227a6p-5,0x1.e03524ffe3cd8p-5
6.059999999999915,0x1.98ff14abaee3fp-3,-0x1.075b79eae1ca0p+0,-0x1.cd8736f462567p+2,0x1.7dc60868aa27fp-1,0x1.31c777ba74371p-3,0x1.e05bfdf7214d8p-3,-0x1.bd94492a6f812p-1,-0x1.d3451da94ed06p-5,0x1.1ad09ac05470cp-7,0x1.08811837b6aa6p-4
6.089999999999915,0x1.9389439d9e08ap-3,-0x1.f2d27d5dfadd1p-1,-0x1.d035c092c8b0ep+2,0x1.806f841e15410p-1,0x1.2ed4bb8bf0042p-3,0x1.e0488f85c4358p-3,-0x1.bc9258728d3b4p-1,-0x1.1c55c7c8f56f7p-4,0x1.0031994985f9fp-7,0x1.fbcaaf473efecp-5
6.119999999999914,0x1.8dde5eaacf77ep-3,-0x1.d6f160c27ecd5p-1,-0x1.d2df3f972fcb7p+2,0x1.83364f0daa729p-1,0x1.2bcc111005d24p-3,0x1.df8e159826cc3p-3,-0x1.bb941653332b1p-1,-0x1.e65c3e71ae9d1p-5,-0x1.a4a3ffc4cdf1ep-7,0x1.0df9aabe3a509p-4
6.149999999999913,0x1.88046189081cbp-3,-0x1.bb21834b68c42p-1,-0x1.d583e99b58f21p+2,0x1.86281e7616344p-1,0x1.28c059c4e0ae3p-3,0x1.de5be915a6075p-3,-0x1.ba98f709eb689p-1,-0x1.1c29326819acfp-4,-0x1.f53b13a7334f8p-8,0x1.00b7cbe611835p-4
6.179999999999913,0x1.8201402751979p-3,-0x1.9f6689693a5f9p-1,-0x1.d823841940da1p+2,0x1.89278ca17a8bbp-1,0x1.25ab0b61c4ab3p-3,0x1.dcde14adb5a41p-3,-0x1.b9a038cbcdf09p-1,-0x1.ed65e25070c00p-5,-0x1.7443f04aa57c1p-6,0x1.0ec8ae852bd4ap-4
6.209999999999912,0x1.7bdac797f604fp-3,-0x1.83cac2bd5a9b0p-1,-0x1.dabe4780e39e9p+2,0x1.8c3dca6c59b3dp-1,0x1.2296fc127f499p-3,0x1.db2887cecf0e5p-3,-0x1.b8a962323cc41p-1,-0x1.1a335b877b726p-4,-0x1.eae32e1229fedp-7,0x1.00f6592c295a1p-4
6.239999999999911,0x1.75968443fe0bdp-3,-0x1.685090e0d64f0p-1,-0x1.dd53f0a7701b7p+2,0x1.8f5433e073d81p-1,0x1.1f7daa90c189cp-3,0x1.d9524f4994f10p-3,-0x1.b7b3ae75d0b5ap-1,-0x1.f0ecef0a697d9p-5,-0x1.bc2868b841229p-6,0x1.0ebb252e906eap-4
6.269999999999911,0x1.6f39c1ed2fb34p-3,-0x1.4d00231fc7e6dp-1,-0x1.dfe4b44887fa9p+2,0x1.92736ae796e04p-1,0x1.1c66a6acbdf89p-3,0x1.d762770bdedfdp-3,-0x1.b6beb9194a972p-1,-0x1.182fbec09d983p-4,-0x1.2e3171a052b76p-6,0x1.0134eaa971fb7p-4
6.29999999999991,0x1.68c989b8c1ab6p-3,-0x1.31d9359075cecp-1,-0x1.e27054f7bd5c5p+2,0x1.958970611b418p-1,0x1.194bfac8742c8p-3,0x1.d568f1a120251p-3,-0x1.b5ca013028182p-1,-0x1.f38ee861d3098p-5,-0x1.d39af50baf022p-6,0x1.0ebce2f577e4dp-4
6.3299999999999095,0x1.624aa1016ddc5p-3,-0x1.16e2fad81418bp-1,-0x1.e4f6fd08699ccp+2,0x1.98a00c6679aa1p-1,0x1.16346a60c5a32p-3,0x1.d3658307b88f1p-3,-0x1.b4d522720f24fp-1,-0x1.1627e7a45c605p-4,-0x1.4589172584c87p-6,0x1.021101506d5c0p-4
6.359999999999909,0x1.5bc1815920ea9p-3,-0x1.f8356f2e54b34p-2,-0x1.e7787875c2886p+2,0x1.9ba7dc022ae1fp-1,0x1.131a803aae726p-3,0x1.d1644292cbb58p-3,-0x1.b3dfecb45f0bep-1,-0x1.f559f71ec651bp-5,-0x1.d1f1d95942d0dp-6,0x1.0f0cefbdf0517p-4
6.389999999999908,0x1.553263be13e57p-3,-0x1.c30da7ab12ab4p-2,-0x1.e9f4f6f94814ep+2,0x1.9ea7fc69cc645p-1,0x1.1002972c19b39p-3,0x1.cf6285d5a55acp-3,-0x1.b2e9fadeab5d4p-1,-0x1.14f7f0afe7d19p-4,-0x1.48cf951b23df6p-6,0x1.036b4cdcfec08p-4
6.419999999999908,0x1.4ea13abe07483p-3,-0x1.8e46b70bb2cc0p-2,-0x1.ec6c4501bb26ap+2,0x1.a1932a5477155p-1,0x1.0ce7db794eac9p-3,0x1.cd6873237b23fp-3,-0x1.b1f34c13a244bp-1,-0x1.f80251a80fa7fp-5,-0x1.c48c6524a04e1p-6,0x1.0fcafb8f8cad2p-4
6.449999999999907,0x1.4811aaed4d957p-3,-0x1.59ec764901772p-2,-0x1.eede8627568f1p+2,0x1.a472053f3d750p-1,0x1.09cf78da793b0p-3,0x1.cb7290a4f14cep-3,-0x1.b0fb7a10052f4p-1,-0x1.13cad255735b1p-4,-0x1.420c197852762p-6,0x1.0543eca897d3ap-4
6.479999999999906,0x1.4187244ef9427p-3,-0x1.25f3b965e9049p-2,-0x1.f14b8be09af03p+2,0x1.a73b0be4852bcp-1,0x1.06b5310eaccebp-3,0x1.c986b761797b6p-3,-0x1.b002c211dacafp-1,-0x1.f9dc503f6097bp-5,-0x1.b21bbd9086dbfp-6,0x1.10b8217150fe8p-4
6.509999999999906,0x1.3b0639f6d5de5p-3,-0x1.d131c7ee4c6d2p-3,-0x1.f3bb09386c881p+2,0x1.a91532f706eddp-1,0x1.0293734b7464bp-3,0x1.c8845e9f62735p-3,-0x1.afab06cb1c438p-1,-0x1.5276f5997a092p-4,-0x1.0baf191bf8e60p-11,-0x1.3b2f533cff6e9p-6
6.539999999999905,0x1.3491aafa28ea7p-3,-0x1.40763ace7659ap-3,-0x1.f625a60168362p+2,0x1.aa986ce036f23p-1,0x1.fb6be35dc8feap-4,0x1.c770466bc399fp-3,-0x1.b00cf52ae30eap-1,-0x1.092f87ecb88f2p-4,-0x1.4ac83d22bb9ccp-5,-0x1.9310df34a3e3ep-6
6.569999999999904,0x1.2e2ae279f106ep-3,-0x1.5016c0b23e4f2p-4,-0x1.f885c5ec558ecp+2,0x1.abff9ea8eaed0p-1,0x1.f136d13211a09p-4,0x1.c65a06c3fab35p-3,-0x1.b0b194b97bfcbp-1,-0x1.53c6ef0d5d24cp-4,-0x1.34bb15482cb7ep-8,-0x1.aaf0b79a9993cp-5
6.599999999999904,0x1.27d47067ede79p-3,-0x1.4973e1ece2ff4p-8,-0x1.fad888ca75deep+2,0x1.ad4ebed55c469p-1,0x1.e6bf7fa9784a9p-4,0x1.c6e7733e1ebf8p-3,-0x1.b1801991efd13p-1,-0x1.073d3c8026551p-4,0x1.511a9492779b4p-7,-0x1.a7ff5fe39e2d9p-5
6.629999999999903,0x1.218fd9c649789p-3,0x1.281396eff55e8p-4,-0x1.fd1d638137a18p+2,0x1.aeba20c2a6bddp-1,0x1.dc6d247ec2200p-4,0x1.c8c6fc3c2dc1ap-3,-0x1.b24ed9e56c10ep-1,-0x1.49cb7c17ef94ep-4,0x1.3940272ba1a8bp-5,-0x1.d4f159d1ded0dp-5
6.659999999999902,0x1.1b5de75bde0a8p-3,0x1.338dda6941f39p-3,-0x1.ff54045203a66p+2,0x1.b0189e813b941p-1,0x1.d2028ee65bfc8p-4,0x1.cb7ded950e134p-3,-0x1.b3206b3f0a9f6p-1,-0x1.0bc66b30f341bp-4,0x1.3420eb36a084fp-5,-0x1.cbf22f8b324f6p-5
6.689999999999902,0x1.153edd375500bp-3,0x1.d3ba3fe5daf9bp-3,-0x1.00be499062ba3p+3,0x1.b19c324ff42fap-1,0x1.c7b066d161a00p-4,0x1.ceda5ca9e92b7p-3,-0x1.b3efd1b274e21p-1,-0x1.43cfb5e9ef415p-4,0x1.e7eb246cce9c2p-5,-0x1.ddabbccad26c6p-5
6.719999999999901,0x1.0f328fcac9756p-3,0x1.3a6b4cf8c20a4p-2,-0x1.01cb74050739ap+3,0x1.b31f8369ff268p-1,0x1.bd4b6f99842a3p-4,0x1.d29a4822beb2cp-3,-0x1.b4bdcaa725e17p-1,-0x1.109c27d546493p-4,0x1.9e2b5a1399921p-5,-0x1.cf3f004e13eaap-5
6.7499999999999005,0x1.09388e73e7bdep-3,0x1.8b75f3ab5e8d4p-2,-0x1.02d192b327a71p+3,0x1.b4ca0431c1915p-1,0x1.b2f4d0199c2fdp-4,0x1.d6ace11db393fp-3,-0x1.b58abebbfbe56p-1,-0x1.3fc27a1158d1ap-4,0x1.2034d1eab8b70p-4,-0x1.e01cbec6a1ac2p-5
6.7799999999999,0x1.035035f86d341p-3,0x1.dd09275fb36c0p-2,-0x1.03d098d90c938p+3,0x1.b67c692b769e8p-1,0x1.a88d2596df00fp-4,0x1.daeb2deb4da4bp-3,-0x1.b6563dd3194c2p-1,-0x1.14e6450ab2517p-4,0x1.ce79facd38b03p-5,-0x1.cb46f64f75f67p-5
